Sex,Age,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness,Language,Skills
Female,31,36.48907103825137,14.96049165935031,33.006488824801735,55.48267326732673,30.8641975308642,French,"Web, Numpy, Project Management, Project Management, PPC, Business Development, Business Development, Project Management, Project Management, "
Female,37,41.27049180327869,36.90956979806849,34.448449891852924,51.76980198019802,30.8641975308642,Spanish,"Business Development, SEO, Leadership, Project Management, Web, "
Female,53,50.26779422128259,27.91666666666666,31.877897990726428,54.732919254658384,35.61806656101426,French,"SEO, "
Female,44,54.49612403100775,29.949186991869915,42.69706336939721,55.975155279503106,38.78763866877971,French,"Numpy, Marketing, Leadership, Project Management, Business Development, "
Female,42,47.44890768146582,20.802845528455276,30.3323029366306,49.7639751552795,27.69413629160063,Spanish,"Numpy, Data Science, "
Female,25,48.78415300546448,24.61808604038631,40.216294160057686,47.43811881188119,38.27160493827161,French,"Numpy, Leadership, Project Management, Project Management, PPC, Project Management, Python, Data Science, Web, Marketing, Python, PPC, PPC, "
Female,28,52.88251366120218,25.496049165935034,37.3323720259553,61.051980198019805,31.68724279835391,Spanish,"Leadership, JAVA, Marketing, Leadership, "
Female,43,58.019732205778716,24.867886178861784,32.65069551777434,54.11180124223603,47.5039619651347,Chinese,"Data Science, Business Development, Leadership, JAVA, Project Management, Business Development, SEO, Marketing, Leadership, Business Development, Business Development, Marketing, Marketing, Leadership, "
Male,38,50.06574621959237,43.725190839694655,44.744218640504556,43.34344660194175,45.644268774703555,English,"Web, Web, Marketing, JAVA, Leadership, Business Development, Leadership, "
Female,43,40.401691331923885,36.046747967479675,35.74188562596599,47.27950310559007,37.995245641838345,English,"Web, Web, SEO, Web, Data Science, Marketing, JAVA, "
Female,50,46.03946441155743,42.14430894308943,31.877897990726428,45.41614906832299,25.31695721077654,Chinese,"JAVA, Web, Business Development, Leadership, Numpy, Project Management, Marketing, JAVA, "
Female,51,43.925299506694856,21.819105691056905,30.3323029366306,48.52173913043479,42.74960380348652,Spanish,"Marketing, Leadership, Data Science, Marketing, "
Female,47,38.9922480620155,21.819105691056905,37.28748068006182,66.53416149068323,38.78763866877971,French,"Leadership, PPC, Project Management, Business Development, Business Development, Marketing, JAVA, Business Development, Python, JAVA, Numpy, Python, "
Male,20,43.03838646714378,40.46384720327421,52.30503795721187,41.888818698673404,43.54890864995958,French,"SEO, JAVA, Data Science, Project Management, JAVA, SEO, Numpy, PPC, Web, "
Female,39,39.904371584699454,28.129938542581215,43.821196827685654,48.67574257425743,39.09465020576132,French,"Business Development, Marketing, SEO, JAVA, Business Development, Leadership, Data Science, Marketing, Project Management, Project Management, PPC, "
Male,21,56.64036817882971,39.908396946564885,43.3426769446391,59.726941747572816,42.48221343873517,Chinese,"Numpy, Numpy, Numpy, SEO, JAVA, Leadership, "
Female,47,48.858350951374206,32.99796747967479,32.65069551777434,52.24844720496895,39.580031695721075,Spanish,"Marketing, Business Development, Python, Project Management, Data Science, Python, Data Science, Python, PPC, "
Female,34,44.002732240437155,25.496049165935034,43.821196827685654,49.913366336633665,41.56378600823045,Spanish,"SEO, Leadership, JAVA, Data Science, Web, Data Science, JAVA, Marketing, Python, Leadership, "
Male,50,39.475890985324945,44.61734693877551,31.07116104868914,63.02369077306733,42.30651340996168,English,"Business Development, SEO, Data Science, JAVA, Numpy, Business Development, Business Development, JAVA, JAVA, Leadership, Web, Python, Web, Project Management, "
Female,50,38.9922480620155,36.046747967479675,24.922720247295207,51.62732919254659,45.919175911251976,Spanish,"Business Development, Data Science, Python, Numpy, SEO, JAVA, Leadership, Web, Project Management, Business Development, Data Science, "
Female,49,48.858350951374206,10.640243902439018,36.514683153013905,57.838509316770185,39.580031695721075,Spanish,"Numpy, Marketing, SEO, "
Female,34,39.221311475409834,42.17734855136084,32.285508291276145,51.1509900990099,40.74074074074074,French,"Business Development, Numpy, Numpy, Business Development, SEO, Business Development, Leadership, Python, Leadership, "
Female,40,50.833333333333336,47.445127304653205,45.98413842826244,44.34405940594059,41.56378600823045,Spanish,"Marketing, Marketing, Web, JAVA, Leadership, JAVA, PPC, Business Development, Project Management, "
Male,40,49.408284023668635,48.30534351145038,41.240364400840924,54.265776699029125,40.11067193675889,Chinese,"Business Development, Numpy, Business Development, Marketing, SEO, Marketing, Data Science, SEO, Project Management, JAVA, Python, Python, Web, "
Female,36,50.150273224043715,28.129938542581215,34.448449891852924,51.1509900990099,29.218106995884774,Chinese,"Leadership, Python, PPC, Data Science, Marketing, Business Development, JAVA, Project Management, SEO, "
Female,32,44.685792349726775,24.61808604038631,38.0533525594809,51.1509900990099,43.20987654320987,French,"Leadership, Project Management, "
Male,29,42.833662064431294,43.725190839694655,40.5395935529082,58.5133495145631,32.20553359683794,Spanish,"Numpy, Web, Data Science, "
Female,27,46.73497267759563,29.007901668129943,41.658255227108874,57.95792079207921,38.27160493827161,English,"Web, Numpy, Business Development, PPC, PPC, Business Development, PPC, Data Science, Web, SEO, Numpy, "
Female,28,41.95355191256831,29.88586479367867,41.658255227108874,48.056930693069305,39.91769547325103,French,"Leadership, Numpy, PPC, Python, JAVA, Numpy, Project Management, Marketing, Web, "
Female,41,51.67723749119098,26.900406504065035,28.01391035548686,52.24844720496895,29.278922345483355,French,"Project Management, Web, Data Science, Data Science, Web, Web, Leadership, SEO, PPC, Marketing, Marketing, Python, SEO, Web, Project Management, "
Female,42,54.49612403100775,22.83536585365853,31.105100463678514,49.7639751552795,45.126782884310614,French,"Business Development, Data Science, "
Male,53,45.76519916142558,35.26360544217687,31.820224719101127,50.55486284289277,46.90421455938697,Chinese,"Data Science, Numpy, Leadership, Python, Numpy, JAVA, SEO, "
Female,46,50.97251585623678,31.981707317073166,24.922720247295207,44.79503105590062,37.20285261489698,French,"Web, Data Science, Numpy, SEO, JAVA, Data Science, Data Science, Business Development, Leadership, Leadership, Numpy, SEO, Data Science, "
Female,27,37.17213114754098,25.496049165935034,34.448449891852924,50.53217821782178,30.041152263374485,Chinese,"SEO, Web, Marketing, Numpy, Marketing, Marketing, PPC, Python, Project Management, Leadership, SEO, Web, "
Male,42,49.25925925925926,43.76700680272109,30.322097378277157,51.1783042394015,43.0727969348659,Chinese,"Business Development, Marketing, PPC, Leadership, Web, Leadership, Marketing, Business Development, SEO, SEO, Business Development, Leadership, "
Male,21,33.62919132149901,51.3587786259542,44.744218640504556,56.692961165048544,43.272727272727266,Spanish,"JAVA, Leadership, Leadership, Project Management, PPC, SEO, Numpy, Project Management, Leadership, Data Science, JAVA, PPC, PPC, Data Science, "
Female,20,46.488651535380505,34.753974261922785,47.72600834492351,44.61242793081358,39.85641891891891,French,"PPC, "
Male,31,42.833662064431294,44.48854961832061,46.846531184302734,54.265776699029125,42.48221343873517,English,"SEO, JAVA, Leadership, Python, Business Development, SEO, Python, JAVA, Python, Project Management, "
Male,19,43.68900455432661,45.2387448840382,44.02346445824707,54.52305748578648,36.273241713823765,French,"Project Management, Numpy, Leadership, Data Science, Web, Project Management, Data Science, Numpy, Web, PPC, JAVA, JAVA, Leadership, JAVA, JAVA, "
Female,31,48.78415300546448,26.374012291483762,45.98413842826244,46.81930693069307,39.09465020576132,Chinese,"Python, Numpy, PPC, "
Female,36,34.439890710382514,51.83494293239684,46.70511896178804,45.58168316831683,36.62551440329218,French,"Business Development, PPC, Web, "
Female,55,34.76391825229034,35.03048780487804,23.37712519319938,48.52173913043479,40.37242472266244,English,"Data Science, PPC, JAVA, Data Science, PPC, Marketing, Numpy, Numpy, Python, "
Male,45,53.45213137665968,42.066326530612244,40.80898876404495,55.542394014962596,49.96934865900383,Chinese,"Leadership, PPC, Project Management, SEO, Web, Numpy, Business Development, Leadership, Project Management, Data Science, Python, "
Female,41,48.858350951374206,22.83536585365853,42.69706336939721,54.732919254658384,35.61806656101426,Spanish,"Project Management, Numpy, Marketing, SEO, SEO, JAVA, Numpy, PPC, Python, Leadership, SEO, "
Female,48,46.74418604651162,30.96544715447154,26.468315301391034,44.79503105590062,35.61806656101426,Spanish,"Business Development, Web, Business Development, Marketing, PPC, "
Female,36,44.685792349726775,37.78753292361721,49.589041095890416,53.62623762376238,29.218106995884774,English,"SEO, Web, Business Development, Numpy, Leadership, SEO, Leadership, Data Science, Numpy, Leadership, Leadership, Numpy, Numpy, Project Management, Marketing, "
Female,25,41.27049180327869,29.88586479367867,33.727469358327326,47.43811881188119,34.15637860082305,Spanish,"SEO, "
Male,33,40.86127547666009,37.61832061068702,43.3426769446391,58.5133495145631,37.73913043478261,Chinese,"Marketing, Leadership, Numpy, Web, Data Science, PPC, Leadership, Data Science, Marketing, "
Male,34,44.148586456278764,36.091603053435115,40.5395935529082,61.54733009708738,44.06324110671936,English,"PPC, Business Development, Project Management, Leadership, Marketing, Marketing, Python, Data Science, JAVA, PPC, JAVA, Business Development, Project Management, PPC, Numpy, "
Female,20,45.15353805073431,38.53898561695685,46.335187760778865,51.65919282511211,30.565878378378375,Chinese,"Data Science, "
Female,37,39.904371584699454,29.007901668129943,42.379235760634465,55.48267326732673,44.8559670781893,Chinese,"PPC, Numpy, "
Male,55,44.3675751222921,32.71258503401361,34.81647940074907,53.67206982543641,42.30651340996168,Spanish,"Project Management, Data Science, Web, Business Development, Leadership, Data Science, Data Science, Marketing, JAVA, Numpy, SEO, Marketing, Python, "
Female,52,48.15362931642001,28.93292682926829,16.42194744976816,46.037267080745345,35.61806656101426,Spanish,"Web, Business Development, Data Science, Web, Web, "
Male,36,50.06574621959237,36.091603053435115,39.83882270497547,53.65898058252427,35.36758893280632,French,"SEO, Data Science, Marketing, PPC, SEO, Marketing, Business Development, Python, Business Development, Leadership, Python, Leadership, "
Male,49,47.162823200559046,35.26360544217687,42.30711610486892,55.542394014962596,38.47509578544061,French,"Business Development, Project Management, Leadership, Business Development, Data Science, Web, Python, Data Science, Leadership, Leadership, Leadership, Project Management, "
Male,29,38.23142669296515,46.778625954198475,44.043447792571826,50.625,43.272727272727266,Spanish,"Data Science, Business Development, Python, Business Development, Numpy, Business Development, Business Development, PPC, Numpy, Web, PPC, Data Science, Python, "
Female,30,48.78415300546448,38.66549604916594,35.16943042537852,50.53217821782178,35.80246913580247,Spanish,"Leadership, Project Management, Project Management, Project Management, Leadership, JAVA, Marketing, Project Management, Marketing, Data Science, Data Science, Marketing, PPC, "
Male,53,47.861635220125784,31.011904761904763,38.56179775280899,56.78927680798005,42.30651340996168,English,"Web, Project Management, "
Female,34,46.73497267759563,38.66549604916594,30.84354722422495,52.38861386138614,43.20987654320987,Chinese,"Python, Marketing, Project Management, SEO, PPC, "
Male,45,41.57232704402516,19.10714285714286,43.0561797752809,59.906483790523694,35.40996168582375,French,"JAVA, JAVA, Business Development, SEO, PPC, Project Management, Numpy, Marketing, PPC, "
Male,19,35.230969420949904,38.41746248294679,42.6432022084196,61.47188881869867,37.89005658852061,Chinese,"Python, Data Science, Numpy, Project Management, Python, "
Male,19,51.49642160052049,36.37107776261937,46.783988957902004,59.57675300063171,37.081649151172186,Chinese,"Numpy, Numpy, Data Science, Leadership, Numpy, "
Male,31,46.12097304404996,33.038167938931295,44.744218640504556,44.557038834951456,36.158102766798415,Chinese,"Marketing, Data Science, Marketing, Business Development, Leadership, Data Science, SEO, SEO, Marketing, Python, Marketing, Marketing, JAVA, "
Female,38,45.368852459016395,39.54345917471467,38.77433309300649,53.007425742574256,32.510288065843625,Spanish,"Leadership, JAVA, Project Management, Leadership, Data Science, "
Male,43,52.0545073375262,31.862244897959183,30.322097378277157,54.29551122194514,36.17624521072796,French,"JAVA, Data Science, SEO, Data Science, SEO, JAVA, PPC, Data Science, PPC, Python, Leadership, SEO, Business Development, Business Development, Business Development, "
Male,31,43.49112426035503,32.274809160305345,44.744218640504556,55.47936893203884,36.94861660079051,French,"Project Management, Project Management, Web, Marketing, SEO, Web, Data Science, Data Science, Data Science, Leadership, Web, Leadership, Marketing, Numpy, JAVA, "
Male,55,48.56044723969252,42.066326530612244,35.56554307116105,58.65960099750623,46.137931034482754,Spanish,"Numpy, PPC, PPC, "
Female,46,47.44890768146582,22.83536585365853,36.514683153013905,49.142857142857146,37.995245641838345,French,"Project Management, PPC, Numpy, JAVA, Leadership, SEO, Data Science, Numpy, SEO, Web, Web, Python, SEO, "
Male,36,40.203813280736355,44.48854961832061,41.240364400840924,54.265776699029125,43.272727272727266,Chinese,"Numpy, Numpy, "
Female,25,41.27049180327869,43.055311676909575,33.727469358327326,49.29455445544554,39.09465020576132,English,"Business Development, Data Science, Numpy, Marketing, JAVA, Leadership, Python, Python, Data Science, Numpy, "
Male,50,38.07826694619148,39.51530612244898,39.31086142322098,53.04862842892768,32.34482758620689,Chinese,"PPC, Python, Leadership, Numpy, Python, Numpy, Python, JAVA, JAVA, JAVA, Data Science, Business Development, Numpy, Project Management, Business Development, "
Male,48,45.06638714185884,36.113945578231295,41.55805243445693,47.437655860349125,40.007662835249036,French,"Leadership, Web, Leadership, SEO, Business Development, PPC, Leadership, Marketing, Numpy, JAVA, Data Science, "
Female,29,50.833333333333336,29.88586479367867,43.821196827685654,49.913366336633665,34.15637860082305,English,"Numpy, Web, Data Science, Data Science, Web, "
Male,31,44.80604865220249,43.725190839694655,46.846531184302734,56.692961165048544,37.73913043478261,French,"JAVA, Project Management, Data Science, Business Development, Data Science, PPC, "
Male,19,46.291476903057905,43.87448840381992,36.432022084196,49.46936197094125,43.54890864995958,French,"PPC, SEO, Python, Numpy, Business Development, PPC, Project Management, PPC, "
Male,48,52.75331935709294,36.964285714285715,39.31086142322098,54.918952618453865,36.94252873563218,English,"JAVA, PPC, Web, Data Science, Business Development, Leadership, Web, "
Male,35,44.148586456278764,42.19847328244275,43.3426769446391,57.2997572815534,40.11067193675889,French,"Project Management, Data Science, Business Development, Business Development, "
Male,45,47.861635220125784,31.011904761904763,25.82771535580525,53.04862842892768,33.877394636015325,French,"Project Management, Marketing, "
Male,46,47.861635220125784,38.66496598639456,36.31460674157304,55.542394014962596,43.83908045977011,English,"PPC, Business Development, JAVA, Web, SEO, Marketing, JAVA, "
Female,47,48.858350951374206,17.754065040650396,28.786707882534774,52.869565217391305,37.20285261489698,English,"Web, Business Development, PPC, Marketing, Project Management, JAVA, Numpy, "
Female,37,46.73497267759563,33.397717295873576,38.0533525594809,48.67574257425743,46.50205761316872,Spanish,"JAVA, Project Management, SEO, SEO, Python, Business Development, Leadership, Python, SEO, "
Female,43,48.858350951374206,13.689024390243894,38.06027820710973,50.38509316770187,45.126782884310614,English,"Web, Python, "
Female,22,44.002732240437155,34.27568042142231,40.216294160057686,42.48762376237624,31.68724279835391,Spanish,"PPC, Data Science, Numpy, JAVA, PPC, Marketing, Python, PPC, Leadership, Leadership, SEO, Data Science, PPC, "
Male,31,42.17619986850756,46.01526717557252,52.45269796776454,55.47936893203884,41.69169960474308,English,"Web, JAVA, SEO, Python, Marketing, PPC, SEO, Python, Marketing, "
Female,49,45.334742776603235,21.819105691056905,36.514683153013905,57.838509316770185,28.48652931854199,Spanish,"JAVA, Business Development, Python, Leadership, JAVA, Python, Web, Project Management, Marketing, Python, "
Female,23,44.685792349726775,24.61808604038631,34.448449891852924,48.056930693069305,28.395061728395063,English,"Data Science, SEO, SEO, SEO, "
Female,41,44.630021141649046,36.046747967479675,33.42349304482225,54.11180124223603,30.86370839936608,Spanish,"Business Development, Python, Data Science, Business Development, "
Female,22,44.685792349726775,27.25197541703249,38.0533525594809,49.29455445544554,27.57201646090535,Spanish,"Python, Web, Data Science, SEO, SEO, Project Management, SEO, SEO, Leadership, Leadership, Business Development, "
Female,31,40.587431693989075,34.27568042142231,34.448449891852924,48.67574257425743,37.44855967078189,Spanish,"Web, Data Science, Python, Marketing, Business Development, JAVA, SEO, Data Science, JAVA, Project Management, "
Male,22,44.148586456278764,36.854961832061065,39.83882270497547,59.726941747572816,27.462450592885375,French,"SEO, Web, PPC, "
Female,18,45.15353805073431,37.02498107494323,41.46731571627261,42.04996796925048,35.633445945945944,French,"Marketing, Python, Business Development, Marketing, Web, JAVA, "
Female,51,40.401691331923885,31.981707317073166,32.65069551777434,51.006211180124225,38.78763866877971,Chinese,"JAVA, Data Science, PPC, Data Science, JAVA, Data Science, SEO, "
Female,53,46.74418604651162,28.93292682926829,26.468315301391034,53.49068322981367,37.995245641838345,French,"SEO, Marketing, Project Management, Business Development, Leadership, Marketing, Python, Marketing, JAVA, SEO, Numpy, Project Management, Leadership, Project Management, Leadership, "
Female,37,39.221311475409834,20.228270412642672,43.10021629416006,56.72029702970297,35.80246913580247,French,"Web, Numpy, Project Management, Numpy, Project Management, JAVA, Data Science, Marketing, PPC, Business Development, "
Female,38,44.002732240437155,34.27568042142231,37.3323720259553,48.056930693069305,23.45679012345679,Spanish,"SEO, SEO, Data Science, Business Development, SEO, Python, Data Science, Numpy, PPC, Data Science, JAVA, Project Management, Marketing, Numpy, "
